undecumque	PRON
undique	PRON
unice	ADJ
uniformiter	ADJ
unio	VERB
unite	VERB
unitiue	ADJ
uniuersaliter	ADJ
uniuerse	ADJ
uniuoce	ADJ
unus	DET
usquam	PRON
usque	ADP
usquequaque	PRON
usquequo	PRON
ut	SCONJ
utcumque	PRON
utiliter	ADJ
utinam	SCONJ
utique	SCONJ
utpote	SCONJ
utputa	SCONJ
utrimque	DET
utroque	DET
utrubique	PRON
utrum	DET
uulgariter	ADJ
uulgo	NOUN
uulgus	NOUN
x	NUM
xi	NUM
xii	NUM
xiii	NUM
xiiii	NUM
xu	NUM
xui	NUM
xuii	NUM
